Perito Moreno 	https://lh4.googleusercontent.com/-XoXALJ9OytY/Ti_5zAfgv4I/AAAAAAAAHeI/w3GtcdAoWTA/P1220005.jpg 	1268641719000 	P1220005.jpg 	Border crossing to Argentina
Perito Moreno 	https://lh4.googleusercontent.com/-osYH5Fg0M7o/Ti_50QJn0tI/AAAAAAAAHeM/79RUv8EX1cQ/P1220014.jpg 	1268662884000 	P1220014.jpg 	Patagonian landscape
Perito Moreno 	https://lh3.googleusercontent.com/-jR3V8sctkyI/Ti_51ZBWTTI/AAAAAAAAHeQ/RmJkw3sIwDw/P1220017.jpg 	1268664676000 	P1220017.jpg 	Perito Moreno from the distance
Perito Moreno 	https://lh4.googleusercontent.com/-JICuqU3M7CQ/Ti_52k1KJdI/AAAAAAAAHeU/izDypPPA_Hg/P1220023.jpg 	1268669163000 	P1220023.jpg 	Perito Moreno
Perito Moreno 	https://lh3.googleusercontent.com/-fnhRYMhUT0s/Ti_536xUP0I/AAAAAAAAHeY/o-MgiqDJSpY/P1220024.jpg 	1268669290000 	P1220024.jpg 	Perito Moreno
Perito Moreno 	https://lh5.googleusercontent.com/-BTWncDLH5-U/Ti_6N9G-5OI/AAAAAAAAHec/aUcObVNH6Tc/P1220028.jpg 	1268669857000 	P1220028.jpg 	Perito Moreno
Perito Moreno 	https://lh6.googleusercontent.com/-ysZRwYbKT_I/Ti_6P4EDN_I/AAAAAAAAHeg/IG5NyNLwaCc/P1220029.jpg 	1268670271000 	P1220029.jpg 	Perito Moreno and a boat
Perito Moreno 	https://lh3.googleusercontent.com/-I0424L3PwBU/Ti_6R0G83fI/AAAAAAAAHek/aVdEUukYBms/P1220032.jpg 	1268670513000 	P1220032.jpg 	Once in ~4 years the glacier reaches the shore, cuts the lake in half, and then ruptures under the pressure (last time was two years before)
Perito Moreno 	https://lh6.googleusercontent.com/-zH8vtNJPF10/Ti_6SLtWHiI/AAAAAAAAHeo/ZGqBYJN_ql8/P1220033.jpg 	1268670642000 	P1220033.jpg 	Perito Moreno
Perito Moreno 	https://lh3.googleusercontent.com/-Dl5IPE_vUxo/Ti_6SaR-FPI/AAAAAAAAHes/7UwFSakVdVg/P1220034.jpg 	1268670815000 	P1220034.jpg 	Perito Moreno
Perito Moreno 	https://lh6.googleusercontent.com/-jSRcH1jOfKs/Ti_6TmL8v5I/AAAAAAAAHew/Z18U1_BZzvU/P1220035.jpg 	1268671217000 	P1220035.jpg 	Perito Moreno
Perito Moreno 	https://lh4.googleusercontent.com/-M8MUQLmxoUg/Ti_6Ux1xWZI/AAAAAAAAHe0/llqhxoMZfBI/P1220043.jpg 	1268672376000 	P1220043.jpg 	A bird
Perito Moreno 	https://lh4.googleusercontent.com/-jWNZMRlX7x0/Ti_6V3KJmDI/AAAAAAAAHe4/GFjFrxc3_Ko/P1220048.jpg 	1268672511000 	P1220048.jpg 	A yellow bird
Perito Moreno 	https://lh6.googleusercontent.com/-dhHKCyo_yPQ/Ti_6XLVCKwI/AAAAAAAAHe8/JIuxaAE0UVM/P1220052.jpg 	1268674435000 	P1220052.jpg 	Perito Moreno
Perito Moreno 	https://lh3.googleusercontent.com/-Ct4h9DVZ9Mw/Ti_6YR8G9aI/AAAAAAAAHfA/rwlIbVrrRaY/P1220053.jpg 	1268674638000 	P1220053.jpg 	Viewing platforms
Perito Moreno 	https://lh5.googleusercontent.com/-3_GauNbTOMM/Ti_6ZmRLaCI/AAAAAAAAHfE/cTM0HGrlOdE/P1220057.jpg 	1268675118000 	P1220057.jpg 	Peligro ~ No pasar
Perito Moreno 	https://lh4.googleusercontent.com/-pOpLKkae-TE/Ti_6agk2JrI/AAAAAAAAHfI/zgORk0aR9z8/P1220059.jpg 	1268675217000 	P1220059.jpg 	Perito Moreno with some mountains in the background
Perito Moreno 	https://lh5.googleusercontent.com/-LmT7CFhKyZM/Ti_6cNhF43I/AAAAAAAAHfM/_zGfosflVa4/P1220061.jpg 	1268675242000 	P1220061.jpg 	Perito Moreno
